target_id	length	eff_length	est_counts	tpm
cfa	1149	1150	15064	120.507
ribC	642	643	2591	37.0704
mdtK	1374	1375	12027	80.4683
ydhQ	1257	1258	4542	33.2152
valV	77	78	69.4207	8.18776
valW	77	78	603.659	71.1979
ydhR	306	307	4241	127.087
ydhS	1605	1606	1177	6.7422
ydhT	813	814	271	3.06278
ydhU	786	787	256	2.99251
ydhX	669	670	321	4.40758
ydhW	648	649	217	3.07599
ydhV	2103	2104	224	0.979428
ydhY	627	628	43	0.629911
fumD	210	211	235	10.246
pykF	1413	1414	39147	254.694
lpp	237	238	303655	11737.5
ldtE	1005	1006	2957	27.0411
sufE	417	418	412	9.06758
sufS	1221	1222	1887	14.206
sufD	1272	1273	1714.57	12.3907
sufC	747	748	775.435	9.53705
sufB	1488	1489	2215	13.6851
sufA	369	370	683	16.982
rydB	68	69	278	37.0652
ydiH	189	190	8599	416.356
menI	411	412	654	14.6033
ydiJ	3057	3058	8014	24.1092
ydiK	1113	1114	5181	42.7857
rprA	106	107	101	8.68376
ydiL	357	358	113	2.90379
ydiM	1215	1216	133	1.00621
ydiN	1266	1267	84	0.60992
ydiB	867	868	96	1.01747
aroD	759	760	815	9.86539
ydiF	1596	1597	81	0.466606
ydiO	1152	1153	261	2.08248
ydiP	912	913	285	2.87174
ydiQ	765	766	147.421	1.77052
ydiR	939	940	210	2.05524
ydiS	1290	1291	252	1.79575
ydiT	294	295	29	0.904371
fadK	1701	1702	437	2.36207
ppsA	2379	2380	23883	92.3171
ppsR	834	835	1838	20.2502
aroH	1047	1048	5167	45.3573
ydiE	192	193	538	25.6446
ydiU	1437	1438	6210	39.7286
rflP	714	715	803	10.3319
nlpC	465	466	2164	42.721
btuD	750	751	2584	31.6536
btuE	552	553	3090	51.4048
btuC	981	982	2464	23.0834
ihfA	300	301	11117	339.775
pheT	2388	2389	18118	69.7693
pheS	984	985	8129	75.9226
pheM	45	46	1043	208.592
rplT	357	358	237245	6096.55
rpmI	198	199	168574	7793.06
infC	543	544	230096	3891.17
thrS	1929	1930	76041	362.461
yniD	108	109	111	9.36843
ydiY	759	760	3580	43.3351
pfkB	930	931	1232	12.1739
ydiZ	291	292	789	24.8579
yniA	861	862	3410	36.393
yniB	537	538	1819	31.1043
hxpB	669	670	2348	32.2399
ydjM	591	592	315	4.89507
tcyP	1392	1393	45995	303.76
ydjO	804	805	586	6.69687
cedA	243	244	658	24.8088
katE	2262	2263	4289	17.4358
chbG	750	751	902	11.0494
chbF	1353	1354	394	2.677
chbR	843	844	331	3.60791
chbA	351	352	120	3.13624
chbC	1359	1360	716	4.84334
chbB	321	322	708	20.2278
osmE	339	340	1014	27.4365
nadE	828	829	3748	41.5925
cho	888	889	1412	14.6118
ves	576	577	2284	36.4159
spy	486	487	1313	24.8031
astE	969	970	289	2.74092
astB	1344	1345	1031	7.05191
astD	1479	1480	739	4.5936
astA	1035	1036	652	5.78973
astC	1221	1222	1378	10.3741
xthA	807	808	3464	39.44
ydjX	711	712	339	4.38016
ydjY	678	679	244	3.30591
ydjZ	708	709	441	5.7222
ynjA	549	550	489	8.17931
ynjB	1167	1168	831	6.54529
ynjC	1536	1537	452	2.70542
ynjD	654	655	338	4.74729
ynjE	1308	1309	692	4.86336
ynjF	621	622	675	9.98352
nudG	408	409	431	9.69448
ynjH	273	274	303	10.1733
gdhA	1344	1345	6724	45.9913
ynjI	1041	1042	770	6.79819
topB	1962	1963	5174	24.248
selD	1044	1045	5410	47.6268
ydjA	552	553	3886	64.647
sppA	1857	1858	6933	34.3278
ansA	1017	1018	2814	25.43
pncA	642	643	1744	24.952
ydjE	1359	1360	362	2.44873
ydjF	759	760	536	6.48816
ydjG	981	982	431	4.03772
ydjH	948	949	173	1.67707
ydjI	837	838	70	0.768466
ydjJ	1044	1045	82	0.721885
ydjK	1380	1381	92	0.612865
ydjL	1077	1078	185	1.57879
yeaC	273	274	2604	87.4301
msrB	414	415	5823	129.083
gapA	996	997	68231	629.589
yeaD	885	886	2062	21.4104
yeaE	855	856	1137	12.2196
mipA	747	748	11419	140.442
yeaG	1935	1936	7620	36.2093
yeaH	1284	1285	1772	12.6862
cdgI	1476	1477	182	1.1336
dgcJ	1491	1492	3321	20.4772
yeaK	504	505	2569	46.7997
yoaI	105	106	206	17.8785
yeaL	447	448	790	16.2226
nimR	822	823	880	9.83679
nimT	1182	1183	942	7.32549
yeaO	348	349	781	20.5871
yoaF	255	256	450	16.1712
dgcP	1026	1027	2697	24.1591
yoaK	99	100	32	2.94388
yoaJ	75	76	20	2.42096
yeaQ	249	250	2091	76.9457
yoaG	183	184	69	3.44986
yeaR	360	361	67	1.70741
leuE	639	640	1351	19.4198
dmlR	924	925	572	5.68885
dmlA	1086	1087	489	4.13856
yeaV	1446	1447	231	1.46863
yeaW	1125	1126	182	1.48697
yeaX	966	967	286	2.72088
rnd	1128	1129	4083	33.2702
fadD	1686	1687	2052	11.1901
yeaY	582	583	3902	61.5728
tsaB	696	697	2057	27.1501
yoaA	1911	1912	3088	14.858
yoaB	345	346	2369	62.9882
yoaC	300	301	962	29.4021
yoaH	180	181	728	37.0018
pabB	1362	1363	2327	15.7062
nudL	579	580	1194	18.9386
sdaA	1365	1366	9922	66.8219
pdeD	1599	1600	932	5.35879
yoaE	1557	1558	1859	10.977
yoaL	159	160	129	7.4172
manX	972	973	3385	32.0049
manY	801	802	4178	47.9253
manZ	852	853	3779	40.7566
yobD	459	460	360	7.19971
mntP	567	568	691	11.1918
rlmA	810	811	3962	44.9432
cspC	210	211	16525	720.492
yobF	144	145	13097	830.949
yebO	288	289	104674	3332.05
mgrB	144	145	177668	11272.3
yobH	240	241	1633	62.3361
kdgR	792	793	4968	57.634
yebQ	1374	1375	1458	9.75495
htpX	882	883	9599	100.008
prc	2049	2050	30181	135.441
proQ	699	700	30970	407.018
msrC	498	499	4863	89.6549
letA	1284	1285	5193	37.178
letB	2634	2635	6534	22.8123
rsmF	1440	1441	1685	10.7574
yebV	237	238	4097	158.365
yebW	192	193	420	20.0199
pphA	657	658	1281	17.9099
ryeA	272	273	4504	151.777
sdsR	104	105	0	0
yebY	342	343	2114	56.6998
yebZ	873	874	8577	90.2806
yobA	375	376	7498	183.454
holE	231	232	12133	481.117
yobB	657	658	930	13.0025
exoX	663	664	2524	34.9697
ptrB	2061	2062	1985	8.85609
yebE	660	661	3058	42.5605
yebF	357	358	2294	58.9496
yebG	291	292	3147	99.1481
purT	1179	1180	7764	60.5305
eda	642	643	7317	104.687
edd	1812	1813	1731	8.78354
zwf	1476	1477	12578	78.3432
yebK	870	871	3653	38.5835
pykA	1443	1444	10982	69.9656
lpxM	972	973	2906	27.476
mepM	1323	1324	7882	54.767
znuA	933	934	3632	35.7742
znuC	756	757	1946	23.6492
znuB	786	787	1894	22.1399
ruvB	1011	1012	5301	48.189
ruvA	612	613	2554	38.3293
yobI	66	67	28	3.84462
yebB	603	604	152	2.31514
ruvC	522	523	3192	56.1477
yebC	741	742	6697	83.0322
nudB	453	454	3537	71.672
aspS	1773	1774	20217	104.842
yecD	567	568	1848	29.9312
yecE	819	820	1328	14.8989
yecN	396	397	2187	50.6791
cmoA	744	745	2125	26.2406
cmoB	972	973	2282	21.5761
torZ	2430	2431	824	3.11826
torY	1101	1102	204	1.70302
micL	80	81	0	0
cutC	747	748	3008	36.9953
yecM	567	568	905	14.6579
argS	1734	1735	11982	63.5331
yecV	45	46	44	8.79965
yecT	489	490	422	7.92295
flhE	393	394	213	4.9734
flhA	2079	2080	735	3.25083
flhB	1149	1150	349	2.79189
cheZ	645	646	1048	14.9245
cheY	390	391	327	7.69381
cheB	1050	1051	710	6.21478
cheR	861	862	834	8.9008
tap	1602	1603	2141	12.2872
tar	1662	1663	5333	29.5019
cheW	504	505	2014	36.6892
cheA	1965	1966	13314	62.3011
motB	927	928	10006	99.1934
motA	888	889	13738	142.165
flhC	579	580	1661	26.3458
flhD	351	352	624	16.3084
insB5	504	505	2851.17	51.9401
insA5	276	277	632.499	21.0063
uspC	429	430	262	5.60536
otsA	1425	1426	3442	22.2056
otsB	801	802	3007	34.4929
araH	987	988	1179	10.9781
araG	1515	1516	802	4.86682
araF	990	991	221	2.05158
ftnB	504	505	1647	30.0035
yecJ	252	253	1837	66.7973
azuC	87	88	908	94.9235
yecR	324	325	376	10.6433
ftnA	498	499	3489	64.3237
yecH	240	241	175	6.68023
tyrP	1212	1213	3282	24.8913
yecA	666	667	3004	41.4328
3'ETS-leuZ	67	68	59	7.98203
leuZ	87	88	52	5.43615
cysT	74	75	883	108.31
glyW	76	77	152272	18192.8
pgsA	549	550	1887	31.5631
uvrC	1833	1834	8694	43.6105
uvrY	657	658	6130	85.7048
yecU	177	178	27	1.39545
yecF	225	226	833	33.9084
sdiA	723	724	1337	16.9888
sdsN	137	138	133	8.86631
tcyN	753	754	1538	18.7653
tcyL	669	670	1658	22.7657
dcyD	987	988	2905	27.0495
tcyJ	801	802	10589	121.465
fliZ	552	553	971	16.1534
fliA	720	721	2674	34.119
fliC	1497	1498	75266	462.229
fliD	1407	1408	2671	17.4519
fliS	411	412	287	6.40848
fliT	366	367	245	6.14144
amyA	1488	1489	3039	18.7761
yedD	414	415	3611	80.0479
yedE	1206	1207	1807	13.7728
yedF	234	235	219	8.57327
yedK	669	670	231	3.17181
yedL	480	481	236	4.51375
fliE	315	316	180	5.2403
fliF	1659	1660	586	3.24758
fliG	996	997	466	4.29993
fliH	687	688	340	4.54633
fliI	1374	1375	455	3.04424
fliJ	444	445	69	1.42646
fliK	1128	1129	463	3.77275
fliL	465	466	610	12.0424
fliM	1005	1006	611	5.58745
fliN	414	415	218	4.83258
fliO	366	367	146	3.6598
fliP	738	739	213	2.65159
fliQ	270	271	124	4.20943
fliR	786	787	386	4.51214
rcsA	624	625	599	8.81693
dsrB	189	190	496	24.0159
yodD	228	229	570	22.8986
dsrA	91	92	3	0.299988
yedP	816	817	1051	11.8345
dgcQ	1695	1696	3109	16.8642
yodC	183	184	461	23.0491
yedI	918	919	1449	14.5052
yedA	921	922	847	8.45129
vsr	471	472	447	8.71236
dcm	1419	1420	5008	32.4449
yedJ	696	697	4103	54.1551
yedR	366	367	1552	38.9042
rseX	91	92	8	0.799968
hchA	852	853	2479	26.7361
hprS	1359	1360	878	5.93917
hprR	672	673	676	9.24064
hiuH	414	415	166	3.67985
msrP	1005	1006	1587	14.5127
msrQ	636	637	4588	66.2605
zinT	651	652	44	0.620834
yodB	531	532	1500	25.9388
serU	90	91	274	27.7
mtfA	798	799	1586	18.2611
asnT	76	77	68.5	8.18409
yeeJ	7077	7078	6250	8.12344
shiA	1317	1318	1975	13.7855
amn	1455	1456	7433	46.9649
yeeN	717	718	1789	22.9222
asnW	76	77	68.5	8.18409
yeeO	1644	1645	1101	6.15732
asnU	76	77	68.5	8.18409
cbl	951	952	2382	23.0184
nac	918	919	655	6.55686
asnV	76	77	68.5	8.18409
ldtA	933	934	2801	27.589
cobT	1080	1081	2230	18.978
cobS	744	745	1552	19.1649
cobU	546	547	1126	18.9374
insH6	981	982	2504.59	23.4636
insD3	906	907	1516.17	15.3784
insC3	366	367	640.167	16.0471
isrC	195	196	53	2.48766
flu	3120	3121	2563	7.55484
yeeR	1533	1534	905	5.42742
yeeS	447	448	246	5.05158
yeeT	222	223	77	3.17655
cbeA	369	370	171	4.25172
cbtA	375	376	80	1.95737
yeeW	195	196	662	31.0722
yoeF	357	358	326	8.37732
yeeX	330	331	8469	235.383
yeeA	1059	1060	1383	12.0029
sbmC	474	475	1264	24.4807
dacD	1167	1168	1316	10.3653
sbcB	1428	1429	4706	30.2963
yeeD	228	229	8517	342.154
yeeE	1059	1060	25224	218.917
plaP	1359	1360	8611	58.2485
yoeI	63	64	412	59.2226
yeeY	930	931	2385	23.5673
yeeZ	825	826	11026	122.803
yoeB	255	256	2154	77.4063
yefM	252	253	4426	160.939
hisL	51	52	114	20.1684
hisG	900	901	4181	42.69
hisD	1305	1306	6172	43.4764
hisC	1071	1072	5161	44.2904
hisB	1068	1069	6152	52.9431
hisH	591	592	3098	48.1427
hisA	738	739	2820	35.1055
hisF	777	778	3402	40.2277
hisI	612	613	3473	52.1212
wzzB	981	982	20963	196.387
ugd	1167	1168	1676	13.2008
gnd	1407	1408	41333	270.063
insH7	981	982	19150.8	179.409
wbbK	1119	1120	3789	31.1227
wbbJ	591	592	2550	39.6268
wbbI	993	994	4162	38.52
wbbH	1167	1168	2865	22.5659
glf	1104	1105	5157	42.9344
rfbX	1248	1249	3068	22.5977
rfbC	558	559	2133	35.1034
rfbA	882	883	4753	49.5196
rfbD	900	901	5985	61.1096
rfbB	1086	1087	7401	62.637
galF	894	895	13824	142.096
wcaM	1395	1396	619	4.07921
wcaL	1221	1222	445	3.35011
wcaK	1281	1282	309	2.21738
wzxC	1479	1480	206	1.28049
wcaJ	1395	1396	196	1.29164
cpsG	1371	1372	211	1.41481
cpsB	1437	1438	237	1.51621
wcaI	1224	1225	211	1.58459
gmm	480	481	100	1.91261
fcl	966	967	221	2.1025
gmd	1122	1123	167	1.36807
wcaF	549	550	18	0.301079
wcaE	747	748	51	0.627248
wcaD	1218	1219	83	0.62639
wcaC	1218	1219	165	1.24523
wcaB	489	490	96	1.80238
wcaA	840	841	132	1.44394
wzc	2163	2164	321	1.36464
wzb	444	445	32	0.661547
wza	1140	1141	118	0.951408
yegH	1584	1585	1565	9.08355
asmA	1854	1855	6562	32.5434
dcd	582	583	8189	129.221
udk	642	643	4201	60.1052
dgcE	3318	3319	4672	12.9499
alkA	849	850	854	9.24292
yegD	1353	1354	1310	8.90068
yegI	1947	1948	847	4.00004
yegJ	462	463	71	1.41074
pphC	762	763	206	2.48378
yegL	660	661	195	2.71396
sibA	144	145	683	43.3334
ibsA	60	61	0	0
sibB	136	137	114	7.65517
ibsB	57	58	0	0
mdtA	1248	1249	980	7.21829
mdtB	3123	3124	2189	6.44622
mdtC	3078	3079	1938	5.79048
mdtD	1416	1417	773	5.01857
baeS	1404	1405	652	4.26915
baeR	723	724	1274	16.1883
yegP	333	334	1069	29.4443
trhP	1362	1363	6880	46.4369
cyaR	87	88	176	18.3993
ogrK	219	220	202	8.44693
yegR	318	319	178	5.13334
yegS	900	901	1115	11.3847
insE5	300	301	576	17.6046
insF5	867	868	1896.8	20.1035
gatD	1041	1042	1113	9.82648
gatB	285	286	737	23.7067
gatA	453	454	1421	28.7944
gatZ	1263	1264	5890	42.8685
gatY	855	856	6665	71.6303
fbaB	1053	1054	9496	82.884
yegT	1278	1279	216	1.55365
yegU	1005	1006	496	4.5358
yegV	966	967	652.51	6.20771
yegW	747	748	1500.49	18.4545
yegX	819	820	793	8.89672
thiD	801	802	5466	62.6997
thiM	789	790	9803	114.157
rcnR	273	274	1136	38.1415
rcnA	825	826	1835	20.4374
rcnB	339	340	2772	75.0041
yehA	1035	1036	118	1.04783
yehB	2481	2482	207	0.767254
yehC	720	721	3	0.0382786
yehD	543	544	5	0.0845554
yehE	282	283	814	26.4611
mrp	1110	1111	10885	90.1332
metG	2034	2035	11413	51.5948
yehF	825	826	324	3.60857
yehI	3633	3634	1476	3.73656
yehK	318	319	27	0.778652
yehL	1089	1090	152	1.28288
yehM	2280	2281	382	1.54067
yehP	1137	1138	156	1.26111
yehQ	1845	1846	1304	6.49855
yehR	462	463	188	3.73549
yehS	471	472	2409	46.9532
btsR	720	721	706	9.00824
btsS	1686	1687	1871	10.203
mlrA	732	733	2701	33.8993
yohO	108	109	28	2.36321
yehW	732	733	614	7.7061
yehX	927	928	487	4.82782
yehY	1158	1159	962	7.63593
osmF	918	919	1389	13.9046
bglX	2298	2299	10183	40.7481
dld	1716	1717	5728	30.6904
pbpG	933	934	2663	26.2298
yohC	588	589	2091	32.6595
yohD	579	580	815	12.9271
yohF	762	763	751	9.05494
yohP	84	85	362	39.1796
dusC	948	949	1272	12.3308
yohJ	399	400	351	8.07268
yohK	696	697	815	10.7571
cdd	885	886	2646	27.4743
sanA	720	721	1196	15.2604
yeiS	240	241	233	8.89425
preT	1239	1240	243	1.80283
preA	1236	1237	400	2.97482
mglC	1011	1012	1064	9.67234
mglA	1521	1522	1642	9.92496
mglB	999	1000	390	3.58786
galS	1041	1042	485	4.28198
yeiB	1158	1159	2141	16.9943
folE	669	670	11572	158.893
yeiG	837	838	4954	54.3854
cirA	1992	1993	17347	80.0733
lysP	1470	1471	6201	38.781
yeiE	882	883	1527	15.9092
yeiH	1050	1051	2284	19.9923
nfo	858	859	2602	27.8666
yeiI	1089	1090	1414	11.9342
nupX	1251	1252	399	2.93183
rihB	942	943	129	1.25849
yeiL	660	661	55	0.765476
psuT	1251	1252	934	6.86298
psuG	939	940	117	1.14506
psuK	942	943	55	0.536564
fruA	1692	1693	8246	44.8081
fruK	939	940	2885	28.235
fruB	1131	1132	5368	43.6251
setB	1182	1183	485	3.77162
yeiW	255	256	503	18.0758
yeiP	573	574	2664	42.6965
yeiQ	1467	1468	550	3.44673
yeiR	987	988	986	9.18101
lpxT	714	715	5449	70.1102
mepS	567	568	8742	141.59
pdeN	1557	1558	2051	12.1107
yejA	1815	1816	2799	14.1794
yejB	1095	1096	1015	8.51973
yejE	1026	1027	995	8.91298
yejF	1590	1591	7730.54	44.7002
yejG	345	346	10235	272.134
bcr	1191	1192	4072	31.4269
rsuA	696	697	4959	65.4533
radD	1761	1762	1746	9.11609
rplY	285	286	54548	1754.62
yejK	1008	1009	5544	50.5478
yejL	228	229	4202	168.807
yejM	1761	1762	8796	45.9251
proL	77	78	119	14.0353
insH8	981	982	19150.8	179.409
narP	648	649	2486	35.2393
ccmH	1053	1054	1260	10.9977
ccmG	558	559	288	4.7397
ccmF	1944	1945	1508	7.13267
ccmE	480	481	340	6.50286
ccmD	210	211	127	5.53722
ccmC	738	739	759	9.44861
ccmB	663	664	503	6.969
ccmA	624	625	685	10.0828
napC	603	604	541	8.24007
napB	450	451	163	3.32492
napH	864	865	235	2.49932
napG	696	697	220	2.90376
napA	2487	2488	870	3.21691
napD	264	265	30	1.04147
napF	495	496	278	5.15624
yojO	165	166	41	2.2722
eco	489	490	4568	85.7631
mqo	1647	1648	2813	15.703
yojI	1644	1645	5294	29.6066
alkB	651	652	519	7.32302
ada	1065	1066	2080	17.9505
ftp	1056	1057	1840	16.0145
ompC	1104	1105	159600	1328.74
micF	93	94	26	2.54458
rcsD	2673	2674	8075	27.7812
rcsB	651	652	6348	89.5694
rcsC	2850	2851	5712	18.4315
atoS	1827	1828	965	4.85648
atoC	1386	1387	518	3.43577
atoD	663	664	162	2.24449
atoA	651	652	87	1.22756
atoE	1323	1324	205	1.42441
atoB	1185	1186	645	5.00317
yfaP	777	778	310	3.66566
yfaQ	1650	1651	597	3.32658
yfaT	624	625	235	3.45906
yfaA	1689	1690	628	3.41856
gyrA	2628	2629	51060	178.674
ubiG	723	724	3748	47.6246
yfaL	3753	3754	2738	6.7098
ypaB	144	145	35	2.2206
nrdA	2286	2287	3748	15.0766
yoaM	36	37	13	3.2323
nrdB	1131	1132	2029	16.4894
yfaE	255	256	184	6.61223
inaA	651	652	1304	18.3993
glpQ	1077	1078	2470	21.0789
glpT	1359	1360	2894	19.5763
glpA	1629	1630	1319	7.44436
glpB	1260	1261	1179	8.6014
glpC	1191	1192	1072	8.27349
rpnE	900	901	1312	13.3961
yfaU	804	805	490	5.59978
yfaV	1290	1291	146	1.04039
rhmD	1206	1207	195	1.48627
yfaX	783	784	135	1.58412
yfaY	1203	1204	2414	18.4451
yfaZ	543	544	595	10.0621
nudI	426	427	306	6.59271
ais	603	604	1735	26.4261
arnB	1158	1159	6663	52.888
arnC	969	970	4523	42.8968
arnA	1983	1984	11087	51.4094
arnD	891	892	2045	21.0911
arnT	1653	1654	2010	11.1797
arnE	336	337	620	16.9251
arnF	387	388	3892	92.2808
pmrD	267	268	552	18.9485
menE	1356	1357	1547	10.4877
menC	963	964	1899	18.1225
menB	858	859	2321	24.8572
menH	759	760	726	8.78807
menD	1671	1672	1854	10.201
menF	1296	1297	2894	20.5272
elaB	306	307	5978	179.138
elaA	462	463	724	14.3856
rbn	918	919	1111	11.1216
elaD	1212	1213	173	1.31207
yfbK	1728	1729	515	2.7402
yfbL	972	973	70	0.661844
yfbM	504	505	51	0.929072
yfbN	717	718	23	0.294696
yfbO	423	424	125	2.71216
yfbP	849	850	424	4.58899
nuoN	1458	1459	7573	47.7511
nuoM	1530	1531	6848	41.149
nuoL	1842	1843	10132	50.5755
nuoK	303	304	1348	40.7931
nuoJ	555	556	1621	26.8212
nuoI	543	544	2851	48.2135
nuoH	978	979	4475	42.0514
nuoG	2727	2728	19315	65.136
nuoF	1338	1339	7371	50.6426
nuoE	501	502	4099	75.1181
nuoC	1791	1792	17895	91.868
nuoB	663	664	10898	150.99
nuoA	444	445	10436	215.747
lrhA	939	940	3251	31.817
alaA	1218	1219	3063	23.1161
yfbR	600	601	882	13.501
yfbS	1833	1834	2270	11.3867
hxpA	651	652	4732	66.7679
yfbU	495	496	4777	88.6021
yfbV	456	457	5841	117.582
ackA	1203	1204	11116	84.9361
pta	2145	2146	15024	64.406
yfcC	1521	1522	1196	7.22915
yfcD	543	544	3369	56.9735
yfcE	555	556	4363	72.1906
yfcF	645	646	968	13.7852
yfcG	648	649	547	7.75377
folX	363	364	3227	81.5583
yfcH	894	895	4550	46.7691
rpnB	891	892	862	8.89023
hisP	774	775	985	11.6924
hisM	717	718	857	10.9806
hisQ	687	688	1683	22.5043
hisJ	783	784	4836	56.7467
argT	783	784	2976	34.921
ubiX	570	571	2331	37.5558
purF	1518	1519	17217	104.273
cvpA	489	490	18136	340.499
dedD	663	664	5045	69.8978
folC	1269	1270	6968	50.4748
accD	915	916	45872	460.705
dedA	660	661	5359	74.5852
truA	813	814	7194	81.3048
usg	1014	1015	9523	86.3134
pdxB	1137	1138	6333	51.1962
flk	996	997	2917	26.9161
yfcJ	1179	1180	1284	10.0104
fabB	1221	1222	68811	518.033
mnmC	2007	2008	2693	12.338
yfcL	279	280	764	25.1019
epmC	549	550	1383	23.1329
yfcA	810	811	1835	20.8154
mepA	825	826	2924	32.5662
aroC	1086	1087	8839	74.8073
prmB	933	934	9850	97.0197
smrB	552	553	2070	34.4362
yfcO	822	823	3235	36.1614
yfcP	540	541	153	2.60174
yfcQ	489	490	103	1.9338
yfcR	513	514	54	0.966498
yfcS	753	754	85	1.03709
yfcV	564	565	46	0.748997
sixA	486	487	9679	182.84
fadJ	2145	2146	858	3.67814
fadI	1311	1312	341	2.39106
yfcZ	285	286	6671	214.583
fadL	1341	1342	2472	16.946
yfdF	1059	1060	121	1.05015
mlaA	756	757	8298	100.844
yfdC	933	934	648	6.38261
argW	75	76	133	16.0994
intS	1158	1159	885	7.02474
yfdG	363	364	1462	36.9502
yfdH	921	922	3150	31.4304
yfdI	1332	1333	1289	8.89597
yodE	147	148	637	39.5957
yfdK	441	442	199	4.14192
yfdM	276	277	15	0.498175
yfdN	495	496	14	0.259667
yfdO	369	370	16	0.397822
yfdP	363	364	175	4.4229
yfdQ	825	826	282	3.14079
yfdR	537	538	60	1.02598
yfdS	363	364	22	0.556022
yfdT	306	307	57	1.70807
ypdJ	141	142	13	0.84222
torI	201	202	776	35.3412
dsdC	936	937	639	6.27381
dsdX	1338	1339	473	3.24976
dsdA	1329	1330	1099	7.6018
emrY	1539	1540	185	1.10515
emrK	1164	1165	116	0.916015
evgL	30	31	2	0.593525
evgA	615	616	439	6.55623
evgS	3594	3595	1151	2.94542
yfdE	1146	1147	469	3.76166
yfdV	945	946	291	2.82991
oxc	1695	1696	627	3.40104
frc	1251	1252	510	3.74745
yfdX	636	637	420	6.06569
ypdI	276	277	83	2.75657
yfdY	243	244	587	22.1319
lpxP	921	922	4463	44.5314
ypdK	72	73	148	18.6513
alaC	1239	1240	4590	34.0535
pyrS	1698	1699	1115	6.03743
pyrR	735	736	919	11.487
ypdC	858	859	649	6.95059
fryA	2496	2497	1084	3.99375
ypdE	1038	1039	196	1.73545
ypdF	1086	1087	111	0.939429
fryC	1248	1249	240	1.76774
fryB	327	328	211	5.91806
glk	966	967	22545	214.484
yfeO	1257	1258	21890	160.079
ypeC	327	328	2959	82.993
mntH	1239	1240	4528	33.5935
nupC	1203	1204	2651	20.256
insL3	1113	1114	3221.33	26.6024
pdeA	2190	2191	3109	13.0542
alaX	76	77	10832.8	1294.26
alaW	76	77	10832.8	1294.26
yfeC	345	346	492	13.0816
yfeD	393	394	676	15.7841
gltX	1416	1417	16237	105.416
valU	76	77	121976	14573.1
valX	76	77	121976	14573.1
valY	76	77	121976	14573.1
lysV	76	77	178152	21284.9
xapR	885	886	1031	10.7052
xapB	1257	1258	755	5.52124
xapA	834	835	101	1.11277
yfeN	765	766	284	3.41083
yfeR	927	928	727	7.20704
yfeH	999	1000	1284	11.8123
ypeB	219	220	332	13.8831
ligA	2016	2017	3837	17.5007
zipA	987	988	12353	115.023
cysZ	762	763	4369	52.6778
cysK	972	973	79275	749.538
ptsH	258	259	10356	367.843
ptsI	1728	1729	36195	192.586
crr	510	511	16216	291.94
pdxK	852	853	1276	13.7617
yfeK	375	376	1042	25.4947
yfeS	735	736	1665	20.8117
cysM	912	913	6068	61.1428
cysA	1098	1099	11752	98.3749
cysW	876	877	6316	66.2541
cysU	834	835	3872	42.6598
cysP	1017	1018	12222	110.45
ucpA	792	793	3972	46.0794
murR	858	859	218	2.33471
murQ	897	898	376	3.85196
murP	1425	1426	1052	6.78682
yfeW	1305	1306	920	6.4806
yfeX	900	901	6613	67.5218
yfeY	576	577	7512	119.771
yfeZ	450	451	1075	21.9282
ypeA	426	427	643	13.8533
amiA	870	871	2929	30.9365
hemF	900	901	2163	22.0852
eutR	1053	1054	640	5.58611
eutK	501	502	545	9.98765
eutL	660	661	689	9.58933
eutC	888	889	744	7.69913
eutB	1362	1363	12973	87.5619
intZ	1209	1210	2036	15.4797
yffL	642	643	413	5.90894
yffM	246	247	126	4.69293
yffN	369	370	63	1.56642
yffO	417	418	168	3.69746
yffP	594	595	399	6.16916
yffQ	378	379	83	2.01469
yffR	393	394	726	16.9516
yffS	810	811	1630	18.49
eutA	1404	1405	590	3.86319
eutH	1227	1228	269	2.01523
eutG	1188	1189	131	1.01358
eutJ	837	838	87	0.955093
eutE	1404	1405	140	0.916689
eutN	288	289	15	0.47749
eutM	294	295	152	4.74015
eutD	1017	1018	102	0.921771
eutT	804	805	82	0.937105
eutQ	702	703	60	0.785175
eutP	480	481	44	0.841546
eutS	336	337	27	0.737062
maeB	2280	2281	7506	30.2729
talA	951	952	4117	39.7845
tktB	2004	2005	9971	45.7504
ypfG	1044	1045	2586	22.7658
nudK	576	577	1055	16.8208
aegA	1980	1981	1380	6.40863
narQ	1701	1702	2293	12.3941
acrD	3114	3115	2094	6.18428
ypfM	60	61	449	67.7153
yffB	357	358	3370	86.5999
dapE	1128	1129	9217	75.1045
ypfN	201	202	427	19.4467
ypfH	699	700	1686	22.158
tmcA	2016	2017	4448	20.2875
ypfJ	864	865	4291	45.6366
purC	714	715	10034	129.104
bamC	1035	1036	29654	263.326
dapA	879	880	27056	282.847
gcvR	573	574	2778	44.5237
bcp	471	472	6296	122.714
hyfA	618	619	82	1.21869
hyfB	2019	2020	423	1.92646
hyfC	948	949	87	0.84338
hyfD	1440	1441	165	1.05339
hyfE	651	652	95	1.34044
hyfF	1581	1582	390	2.26792
hyfG	1668	1669	477	2.62925
hyfH	546	547	118	1.98456
hyfI	759	760	215	2.60253
hyfJ	414	415	45	0.99755
hyfR	2013	2014	630	2.87774
focB	849	850	1532	16.581
yfgO	1062	1063	5333	46.1539
bepA	1464	1465	10131	63.6187
yfgD	360	361	2147	54.7136
hda	702	703	2415	31.6033
uraA	1290	1291	2386	17.0026
upp	627	628	6188	90.6486
