target_id	length	eff_length	est_counts	tpm
ydhU	786	787	154	3.16787
ydhX	669	670	237	5.72658
ydhW	648	649	132	3.29269
ydhV	2103	2104	145	1.11569
ydhY	627	628	31	0.799142
fumD	210	211	124	9.51396
pykF	1413	1414	31483	360.453
lpp	237	238	234237	15933.1
ldtE	1005	1006	2301	37.0289
sufE	417	418	293	11.3478
sufS	1221	1222	1285	17.0237
sufD	1272	1273	1348	17.1429
sufC	747	748	567	12.2717
sufB	1488	1489	1660	18.0483
sufA	369	370	538	23.5398
rydB	68	69	158	37.0706
ydiH	189	190	6175	526.145
menI	411	412	342	13.4385
ydiJ	3057	3058	4641	24.5695
ydiK	1113	1114	3560	51.7353
rprA	106	107	56	8.47279
ydiL	357	358	43	1.9445
ydiM	1215	1216	66	0.878683
ydiN	1266	1267	17	0.217217
ydiB	867	868	62	1.15636
aroD	759	760	688	14.6554
ydiF	1596	1597	50	0.506859
ydiO	1152	1153	138	1.93763
ydiP	912	913	189	3.3513
ydiQ	765	766	114	2.40934
ydiR	939	940	124	2.13558
ydiS	1290	1291	179	2.24465
ydiT	294	295	17	0.93293
fadK	1701	1702	264	2.51111
ppsA	2379	2380	17214	117.092
ppsR	834	835	1484	28.772
aroH	1047	1048	3021	46.6672
ydiE	192	193	282	23.6545
ydiU	1437	1438	3367	37.9059
rflP	714	715	586	13.2682
nlpC	465	466	1852	64.3394
btuD	750	751	1891	40.7637
btuE	552	553	2389	69.938
btuC	981	982	1589	26.196
ihfA	300	301	7810	420.055
pheT	2388	2389	12905	87.4508
pheS	984	985	5667	93.1406
pheM	45	46	532	187.23
rplT	357	358	136427	6169.35
rpmI	198	199	97964	7969.58
infC	543	544	130074	3870.91
thrS	1929	1930	49919	418.727
yniD	108	109	47	6.98061
ydiY	759	760	1920	40.8987
pfkB	930	931	897	15.5979
ydiZ	291	292	597	33.0989
yniA	861	862	2825	53.0558
yniB	537	538	1281	38.5468
hxpB	669	670	1583	38.2497
ydjM	591	592	200	5.46928
tcyP	1392	1393	26328	305.977
ydjO	804	805	257	5.16844
cedA	243	244	383	25.4115
katE	2262	2263	4266	30.5182
chbG	750	751	592	12.7616
chbF	1353	1354	183	2.18804
chbR	843	844	240	4.60353
chbA	351	352	111	5.10508
chbC	1359	1360	452	5.38049
chbB	321	322	561	28.2052
osmE	339	340	675	32.1401
nadE	828	829	3030	59.1712
cho	888	889	830	15.1147
ves	576	577	1706	47.8658
spy	486	487	1151	38.2621
astE	969	970	198	3.30457
astB	1344	1345	647	7.78761
astD	1479	1480	545	5.96152
astA	1035	1036	491	7.67262
astC	1221	1222	1223	16.2023
xthA	807	808	2671	53.5161
ydjX	711	712	238	5.41152
ydjY	678	679	128	3.05184
ydjZ	708	709	286	6.53043
ynjA	549	550	305	8.97758
ynjB	1167	1168	497	6.88867
ynjC	1536	1537	248	2.61216
ynjD	654	655	229	5.66
ynjE	1308	1309	472	5.83747
ynjF	621	622	425	11.0617
nudG	408	409	263	10.4101
ynjH	273	274	228	13.4712
gdhA	1344	1345	5678	68.3432
ynjI	1041	1042	394	6.1214
topB	1962	1963	3462	28.5515
selD	1044	1045	3771	58.4201
ydjA	552	553	2978	87.1809
sppA	1857	1858	4004	34.8875
ansA	1017	1018	1814	28.8477
pncA	642	643	1255	31.5976
ydjE	1359	1360	202	2.40455
ydjF	759	760	340	7.24248
ydjG	981	982	278	4.58306
ydjH	948	949	81	1.38179
ydjI	837	838	35	0.676155
ydjJ	1044	1045	55	0.852057
ydjK	1380	1381	55	0.64475
ydjL	1077	1078	78	1.17138
yeaC	273	274	1690	99.8523
msrB	414	415	4645	181.201
gapA	996	997	61116	992.389
yeaD	885	886	1526	27.8832
yeaE	855	856	731	13.825
mipA	747	748	7921	171.435
yeaG	1935	1936	8016	67.0308
yeaH	1284	1285	1703	21.4552
cdgI	1476	1477	115	1.26049
dgcJ	1491	1492	1745	18.9343
yeaK	504	505	1917	61.4544
yoaI	105	106	110	16.8
yeaL	447	448	451	16.2975
nimR	822	823	469	9.22561
nimT	1182	1183	494	6.76027
yeaO	348	349	617	28.6208
yoaF	255	256	319	20.1731
dgcP	1026	1027	1755	27.6649
yoaK	99	100	12	1.94269
yoaJ	75	76	19	4.04727
yeaQ	249	250	1477	95.6451
yoaG	183	184	43	3.78332
yeaR	360	361	47	2.10772
leuE	639	640	666	16.8468
dmlR	924	925	395	6.91317
dmlA	1086	1087	320	4.76587
yeaV	1446	1447	129	1.44326
yeaW	1125	1126	110	1.58153
yeaX	966	967	133	2.22663
rnd	1128	1129	2541	36.4362
fadD	1686	1687	1193	11.4485
yeaY	582	583	2585	71.7817
tsaB	696	697	1011	23.4823
yoaA	1911	1912	1531	12.9631
yoaB	345	346	1920	89.8353
yoaC	300	301	645	34.6909
yoaH	180	181	434	38.818
pabB	1362	1363	1422	16.8898
nudL	579	580	771	21.5203
sdaA	1365	1366	7142	84.643
pdeD	1599	1600	649	6.56669
yoaE	1557	1558	1214	12.6146
yoaL	159	160	94	9.51108
manX	972	973	2728	45.3893
manY	801	802	3576	72.1847
manZ	852	853	2816	53.4448
yobD	459	460	232	8.16492
mntP	567	568	357	10.1752
rlmA	810	811	2031	40.5426
cspC	210	211	9737	747.076
yobF	144	145	8519	951.136
yebO	288	289	55262	3095.64
mgrB	144	145	102941	11493.2
yobH	240	241	864	58.0388
kdgR	792	793	3427	69.9621
yebQ	1374	1375	779	9.17185
htpX	882	883	5526	101.315
prc	2049	2050	17611	139.076
proQ	699	700	16629	384.583
msrC	498	499	3031	98.3348
letA	1284	1285	2882.62	36.3167
letB	2634	2635	3600.38	22.1202
rsmF	1440	1441	892	10.0213
yebV	237	238	3552	241.612
yebW	192	193	272	22.8157
pphA	657	658	725	17.8375
ryeA	272	273	2600	154.182
sdsR	104	105	0	0
yebY	342	343	1345	63.4819
yebZ	873	874	4860	90.0216
yobA	375	376	4674	201.244
holE	231	232	7441	519.237
yobB	657	658	622	15.3034
exoX	663	664	1693	41.2773
ptrB	2061	2062	1306	10.2536
yebE	660	661	2709	66.3483
yebF	357	358	1676	75.7902
yebG	291	292	2127	117.925
purT	1179	1180	3553	48.7456
eda	642	643	4941	124.402
edd	1812	1813	1017	9.08124
zwf	1476	1477	9815	107.58
yebK	870	871	2119	39.3854
pykA	1443	1444	8538	95.7218
lpxM	972	973	1601	26.6379
mepM	1323	1324	4989	61.0025
znuA	933	934	2394	41.4953
znuC	756	757	1197	25.5988
znuB	786	787	971	19.9741
ruvB	1011	1012	3141	50.2469
ruvA	612	613	1615	42.6515
yobI	66	67	17	4.10768
yebB	603	604	75	2.01023
ruvC	522	523	1712	52.9937
yebC	741	742	4112	89.7163
nudB	453	454	2391	85.2601
aspS	1773	1774	12937	118.06
yecD	567	568	1427	40.6722
yecE	819	820	1086	21.4407
yecN	396	397	1506	61.4125
cmoA	744	745	1361	29.5749
cmoB	972	973	1303	21.6797
torZ	2430	2431	478	3.18321
torY	1101	1102	125	1.83633
micL	80	81	1	0.199865
cutC	747	748	1713	37.0747
yecM	567	568	495	14.1084
argS	1734	1735	6882	64.2151
yecV	45	46	22	7.7426
yecT	489	490	181	5.98005
flhE	393	394	118	4.8485
flhA	2079	2080	512	3.985
flhB	1149	1150	263	3.70237
cheZ	645	646	944	23.6571
cheY	390	391	342	14.1603
cheB	1050	1051	557	8.57975
cheR	861	862	613	11.5126
tap	1602	1603	1847	18.6533
tar	1662	1663	4930	47.9929
cheW	504	505	1533	49.1443
cheA	1965	1966	10147	83.5557
motB	927	928	7299	127.332
motA	888	889	8976	163.457
flhC	579	580	1107	30.8988
flhD	351	352	490	22.5359
insB5	504	505	1719.18	55.1127
insA5	276	277	331.626	19.3817
uspC	429	430	165	6.21209
otsA	1425	1426	2583	29.3242
otsB	801	802	2145	43.2987
araH	987	988	669	10.962
araG	1515	1516	444	4.74139
araF	990	991	178	2.90783
ftnB	504	505	1107	35.4877
yecJ	252	253	1433	91.6954
azuC	87	88	590	108.54
yecR	324	325	242	12.0546
ftnA	498	499	2718	88.1802
yecH	240	241	92	6.18006
tyrP	1212	1213	1691	22.5686
yecA	666	667	2024	49.1255
3'ETS-leuZ	67	68	22	5.23764
leuZ	87	88	17	3.12743
cysT	74	75	546	117.856
glyW	76	77	63095.1	13265.6
pgsA	549	550	1146	33.7321
uvrC	1833	1834	4531	39.996
uvrY	657	658	3673	90.3685
yecU	177	178	7	0.636649
yecF	225	226	454	32.5214
sdiA	723	724	876	19.5879
sdsN	137	138	63	7.39066
tcyN	753	754	1046	22.4586
tcyL	669	670	1167	28.198
dcyD	987	988	1765	28.9208
tcyJ	801	802	6612	133.469
fliZ	552	553	850	24.8837
fliA	720	721	2076	46.6138
fliC	1497	1498	77438	836.882
fliD	1407	1408	2514	28.9058
fliS	411	412	269	10.5701
fliT	366	367	221	9.74873
amyA	1488	1489	2619	28.4749
yedD	414	415	2291	89.3715
yedE	1206	1207	1196	16.0415
yedF	234	235	179	12.3313
yedK	669	670	154	3.72107
yedL	480	481	184	6.19291
fliE	315	316	129	6.60883
fliF	1659	1660	482	4.70068
fliG	996	997	364	5.91055
fliH	687	688	294	6.91801
fliI	1374	1375	357	4.20327
fliJ	444	445	63	2.29194
fliK	1128	1129	336	4.81801
fliL	465	466	482	16.7449
fliM	1005	1006	505	8.12672
fliN	414	415	148	5.77345
fliO	366	367	108	4.76409
fliP	738	739	140	3.06694
fliQ	270	271	70	4.18168
fliR	786	787	207	4.25812
rcsA	624	625	356	9.2213
dsrB	189	190	265	22.5795
yodD	228	229	362	25.5915
dsrA	91	92	1	0.175968
yedP	816	817	828	16.407
dgcQ	1695	1696	1812	17.2963
yodC	183	184	280	24.6355
yedI	918	919	1013	17.845
yedA	921	922	574	10.0787
vsr	471	472	253	8.67762
dcm	1419	1420	3335	38.0215
yedJ	696	697	2638	61.2723
yedR	366	367	956	42.171
rseX	91	92	1	0.175968
hchA	852	853	2391	45.3788
hprS	1359	1360	461	5.48762
hprR	672	673	408	9.81448
hiuH	414	415	129	5.03227
msrP	1005	1006	1032	16.6075
msrQ	636	637	2433	61.8336
zinT	651	652	29	0.720066
yodB	531	532	1293	39.3468
serU	90	91	186	33.0898
mtfA	798	799	1251	25.3473
asnT	76	77	49.25	10.3547
yeeJ	7077	7078	4004	9.1581
shiA	1317	1318	1298	15.9434
amn	1455	1456	6711	74.6187
yeeN	717	718	1387	31.2733
asnW	76	77	49.25	10.3547
yeeO	1644	1645	595	5.85562
asnU	76	77	49.25	10.3547
cbl	951	952	1259	21.4097
nac	918	919	449	7.90957
asnV	76	77	49.25	10.3547
ldtA	933	934	1724	29.8822
cobT	1080	1081	1484	22.2244
cobS	744	745	812	17.645
cobU	546	547	625	18.4976
insH6	981	982	1226.03	20.2122
insD3	906	907	831.667	14.8444
insC3	366	367	422.167	18.6226
isrC	195	196	37	3.0561
flu	3120	3121	2005	10.4002
yeeR	1533	1534	561	5.92052
yeeS	447	448	115	4.15568
yeeT	222	223	25	1.81492
cbeA	369	370	83	3.6316
cbtA	375	376	54	2.32503
yeeW	195	196	345	28.4961
yoeF	357	358	172	7.77799
yeeX	330	331	6745	329.895
yeeA	1059	1060	927	14.1578
sbmC	474	475	967	32.9575
dacD	1167	1168	707	9.79938
sbcB	1428	1429	2779	31.4832
yeeD	228	229	5012	354.322
yeeE	1059	1060	13578	207.373
plaP	1359	1360	4332	51.567
yoeI	63	64	151	38.1961
yeeY	930	931	1459	25.3704
yeeZ	825	826	6928	135.784
yoeB	255	256	1096	69.3095
yefM	252	253	2483	158.883
hisL	51	52	31	9.65118
hisG	900	901	3730	67.0203
hisD	1305	1306	5440	67.4338
hisC	1071	1072	4491	67.822
hisB	1068	1069	5226	79.1432
hisH	591	592	2615	71.5109
hisA	738	739	2113	46.2889
hisF	777	778	2753	57.286
hisI	612	613	2673	70.5928
wzzB	981	982	11306	186.389
ugd	1167	1168	1141	15.8148
gnd	1407	1408	32167	369.854
insH7	981	982	10772.2	177.589
wbbK	1119	1120	2675	38.6659
wbbJ	591	592	1886	51.5753
wbbI	993	994	2775	45.1959
wbbH	1167	1168	1990	27.5824
glf	1104	1105	3294	48.2596
rfbX	1248	1249	1907	24.7178
rfbC	558	559	1358	39.3287
rfbA	882	883	3277	60.0811
rfbD	900	901	4216	75.7527
rfbB	1086	1087	4554	67.8243
galF	894	895	9582	173.323
wcaM	1395	1396	353	4.09366
wcaL	1221	1222	209	2.76884
wcaK	1281	1282	160	2.02048
wzxC	1479	1480	99	1.08292
wcaJ	1395	1396	109	1.26405
cpsG	1371	1372	173	2.04133
cpsB	1437	1438	172	1.93638
wcaI	1224	1225	87	1.14975
gmm	480	481	50	1.68286
fcl	966	967	141	2.36056
gmd	1122	1123	128	1.84524
wcaF	549	550	19	0.559259
wcaE	747	748	23	0.497792
wcaD	1218	1219	42	0.557786
wcaC	1218	1219	105	1.39447
wcaB	489	490	75	2.47792
wcaA	840	841	53	1.02024
wzc	2163	2164	171	1.27927
wzb	444	445	16	0.582079
wza	1140	1141	80	1.13508
yegH	1584	1585	914	9.33553
asmA	1854	1855	3915	34.1672
dcd	582	583	4909	136.316
udk	642	643	2473	62.2637
dgcE	3318	3319	3029	14.7745
alkA	849	850	549	10.4562
yegD	1353	1354	722	8.63258
yegI	1947	1948	457	3.79795
yegJ	462	463	51	1.78325
pphC	762	763	95	2.01568
yegL	660	661	137	3.35538
sibA	144	145	350	39.0771
ibsA	60	61	0	0
sibB	136	137	106	12.5259
ibsB	57	58	0	0
mdtA	1248	1249	602	7.8029
mdtB	3123	3124	1207	6.25487
mdtC	3078	3079	973	5.11594
mdtD	1416	1417	426	4.867
baeS	1404	1405	423	4.87401
baeR	723	724	856	19.1407
yegP	333	334	1091	52.8811
trhP	1362	1363	4398	52.2374
cyaR	87	88	104	19.1325
ogrK	219	220	152	11.1852
yegR	318	319	173	8.77965
yegS	900	901	850	15.2727
insE5	300	301	326.8	17.5767
insF5	867	868	1022	19.0613
gatD	1041	1042	576	8.94905
gatB	285	286	471	26.661
gatA	453	454	984	35.0882
gatZ	1263	1264	4598	58.8903
gatY	855	856	4808	90.9312
fbaB	1053	1054	9290	142.691
yegT	1278	1279	120	1.51891
yegU	1005	1006	279	4.48981
yegV	966	967	414.094	6.93257
yegW	747	748	850.906	18.4163
yegX	819	820	440	8.68682
thiD	801	802	3929	79.3103
thiM	789	790	7319	149.985
rcnR	273	274	682	40.2954
rcnA	825	826	1090	21.3633
rcnB	339	340	1861	88.6114
yehA	1035	1036	59	0.921965
yehB	2481	2482	128	0.834892
yehC	720	721	3	0.0673609
yehD	543	544	14	0.416631
yehE	282	283	528	30.2044
mrp	1110	1111	7713	112.391
metG	2034	2035	8650	68.8135
yehF	825	826	176	3.44949
yehI	3633	3634	768	3.42136
yehK	318	319	18	0.91349
yehL	1089	1090	71	1.05452
yehM	2280	2281	248	1.76014
yehP	1137	1138	85	1.2092
yehQ	1845	1846	677	5.93716
yehR	462	463	95	3.32173
yehS	471	472	1441	49.4247
btsR	720	721	419	9.40808
btsS	1686	1687	990	9.50041
mlrA	732	733	1746	38.5622
yohO	108	109	22	3.26752
yehW	732	733	410	9.05528
yehX	927	928	307	5.35565
yehY	1158	1159	698	9.74976
osmF	918	919	1082	19.0605
bglX	2298	2299	6961	49.0179
dld	1716	1717	5183	48.8689
pbpG	933	934	1763	30.5582
yohC	588	589	1753	48.1824
yohD	579	580	505	14.0957
yohF	762	763	519	11.012
yohP	84	85	255	48.5672
dusC	948	949	570	9.72368
yohJ	399	400	183	7.4065
yohK	696	697	560	13.007
cdd	885	886	1603	29.2902
sanA	720	721	860	19.3101
yeiS	240	241	149	10.009
preT	1239	1240	151	1.97141
preA	1236	1237	208	2.72217
mglC	1011	1012	545	8.71842
mglA	1521	1522	868	9.23267
mglB	999	1000	244	3.95013
galS	1041	1042	290	4.5056
yeiB	1158	1159	1189	16.6081
folE	669	670	9254	223.603
yeiG	837	838	4182	80.7908
cirA	1992	1993	10279	83.496
lysP	1470	1471	3402	37.4407
yeiE	882	883	1092	20.0209
yeiH	1050	1051	1339	20.6253
nfo	858	859	2061	38.8425
yeiI	1089	1090	961	14.2731
nupX	1251	1252	167	2.15941
rihB	942	943	74	1.2704
yeiL	660	661	43	1.05315
psuT	1251	1252	498	6.43942
psuG	939	940	71	1.22279
psuK	942	943	21	0.36052
fruA	1692	1693	4485	42.8872
fruK	939	940	1783	30.7076
fruB	1131	1132	3209	45.8929
setB	1182	1183	253	3.46225
yeiW	255	256	280	17.7068
yeiP	573	574	1968	55.5054
yeiQ	1467	1468	339	3.73849
yeiR	987	988	594	9.73311
lpxT	714	715	2824	63.9412
mepS	567	568	5769	164.427
pdeN	1557	1558	1345	13.9758
yejA	1815	1816	1878	16.7418
yejB	1095	1096	611	9.02511
yejE	1026	1027	652	10.2778
yejF	1590	1591	4189	42.6248
yejG	345	346	5920	276.992
bcr	1191	1192	2247	30.5175
rsuA	696	697	3025	70.261
radD	1761	1762	1111	10.2078
rplY	285	286	30923	1750.4
yejK	1008	1009	3659	58.7075
yejL	228	229	2375	167.9
yejM	1761	1762	5440	49.9822
proL	77	78	95	19.7175
insH8	981	982	10772.2	177.589
narP	648	649	1277	31.8543
ccmH	1053	1054	687	10.5521
ccmG	558	559	125	3.6201
ccmF	1944	1945	793	6.60048
ccmE	480	481	190	6.39485
ccmD	210	211	52	3.98972
ccmC	738	739	398	8.71888
ccmB	663	664	275	6.70481
ccmA	624	625	403	10.4387
napC	603	604	325	8.71101
napB	450	451	97	3.48191
napH	864	865	152	2.84479
napG	696	697	110	2.55495
napA	2487	2488	577	3.75446
napD	264	265	14	0.855272
napF	495	496	175	5.71187
yojO	165	166	24	2.34059
eco	489	490	3310	109.359
mqo	1647	1648	1313	12.8982
yojI	1644	1645	3081	30.3213
alkB	651	652	323	8.02005
ada	1065	1066	1385	21.0336
ftp	1056	1057	969	14.8413
ompC	1104	1105	137900	2020.34
micF	93	94	16	2.75559
rcsD	2673	2674	5299	32.0815
rcsB	651	652	4666	115.856
rcsC	2850	2851	3041	17.268
atoS	1827	1828	525	4.64949
atoC	1386	1387	318	3.7117
atoD	663	664	80	1.95049
atoA	651	652	30	0.744896
atoE	1323	1324	96	1.17383
atoB	1185	1186	345	4.7093
yfaP	777	778	112	2.33056
yfaQ	1650	1651	255	2.50043
yfaT	624	625	177	4.58475
yfaA	1689	1690	333	3.18992
gyrA	2628	2629	33161	204.202
ubiG	723	724	2038	45.5709
yfaL	3753	3754	1463	6.30917
ypaB	144	145	27	3.01452
nrdA	2286	2287	2954	20.9106
yoaM	36	37	5	2.18771
nrdB	1131	1132	1576	22.5389
yfaE	255	256	99	6.26062
inaA	651	652	664	16.487
glpQ	1077	1078	1539	23.1122
glpT	1359	1360	1706	20.3078
glpA	1629	1630	1066	10.5875
glpB	1260	1261	1104	14.1735
glpC	1191	1192	1018	13.8259
rpnE	900	901	955	17.1593
yfaU	804	805	304	6.11364
yfaV	1290	1291	97	1.21638
rhmD	1206	1207	112	1.50222
yfaX	783	784	54	1.11506
yfaY	1203	1204	1532	20.5994
yfaZ	543	544	303	9.01708
nudI	426	427	171	6.48321
ais	603	604	1142	30.6091
arnB	1158	1159	5421	75.7213
arnC	969	970	3378	56.378
arnA	1983	1984	8270	67.4817
arnD	891	892	1328	24.1021
arnT	1653	1654	1178	11.5301
arnE	336	337	336	16.141
arnF	387	388	2305	96.1748
pmrD	267	268	251	15.1622
menE	1356	1357	984	11.7392
menC	963	964	1138	19.1112
menB	858	859	1840	34.6774
menH	759	760	473	10.0756
menD	1671	1672	1127	10.9121
menF	1296	1297	1717	21.4315
elaB	306	307	4661	245.789
elaA	462	463	505	17.6576
rbn	918	919	805	14.1809
elaD	1212	1213	80	1.0677
yfbK	1728	1729	293	2.74343
yfbL	972	973	49	0.815277
yfbM	504	505	39	1.25025
yfbN	717	718	21	0.473497
yfbO	423	424	66	2.52
yfbP	849	850	283	5.39001
nuoN	1458	1459	6040	67.0199
nuoM	1530	1531	5432	57.439
nuoL	1842	1843	7758	68.147
nuoK	303	304	1072	57.0878
nuoJ	555	556	1174	34.1834
nuoI	543	544	2487	74.0114
nuoH	978	979	3604	59.597
nuoG	2727	2728	14885	88.3337
nuoF	1338	1339	5187	62.713
nuoE	501	502	3365	108.518
nuoC	1791	1792	12766	115.329
nuoB	663	664	7436	181.298
nuoA	444	445	6992	254.369
lrhA	939	940	2098	36.1326
alaA	1218	1219	1839	24.4231
yfbR	600	601	664	17.8861
yfbS	1833	1834	1134	10.01
hxpA	651	652	3346	83.0807
yfbU	495	496	3810	124.356
yfbV	456	457	3911	138.546
ackA	1203	1204	7059	94.9158
pta	2145	2146	11529	86.9729
yfcC	1521	1522	620	6.59476
yfcD	543	544	2479	73.7734
yfcE	555	556	3249	94.6013
yfcF	645	646	670	16.7905
yfcG	648	649	433	10.801
folX	363	364	2437	108.387
yfcH	894	895	3070	55.5312
rpnB	891	892	511	9.27423
hisP	774	775	659	13.7659
hisM	717	718	594	13.3932
hisQ	687	688	957	22.5188
hisJ	783	784	3034	62.6501
argT	783	784	1846	38.1187
ubiX	570	571	1533	43.4638
purF	1518	1519	7736	82.4481
cvpA	489	490	7961	263.023
dedD	663	664	2611	63.6591
folC	1269	1270	3525	44.9342
accD	915	916	25535	451.297
dedA	660	661	3786	92.7259
truA	813	814	4024	80.0305
usg	1014	1015	5055	80.6264
pdxB	1137	1138	3945	56.1212
flk	996	997	1613	26.1916
yfcJ	1179	1180	611	8.38265
fabB	1221	1222	49180	651.537
mnmC	2007	2008	1784	14.3831
yfcL	279	280	368	21.2771
epmC	549	550	758	22.3115
yfcA	810	811	935	18.6643
mepA	825	826	1777	34.8281
aroC	1086	1087	6184	92.1005
prmB	933	934	8117	140.692
smrB	552	553	1215	35.5691
yfcO	822	823	1652	32.4962
yfcP	540	541	69	2.06478
yfcQ	489	490	81	2.67615
yfcR	513	514	34	1.07087
yfcS	753	754	68	1.46002
yfcV	564	565	27	0.773637
sixA	486	487	4699	156.206
fadJ	2145	2146	497	3.74929
fadI	1311	1312	249	3.07247
yfcZ	285	286	4421	250.251
fadL	1341	1342	1509	18.2037
yfdF	1059	1060	75	1.14545
mlaA	756	757	5689	121.664
yfdC	933	934	458	7.93854
argW	75	76	79	16.8281
intS	1158	1159	500	6.98407
yfdG	363	364	911	40.5172
yfdH	921	922	2019	35.4509
yfdI	1332	1333	793	9.63086
yodE	147	148	339	37.0817
yfdK	441	442	115	4.21209
yfdM	276	277	3	0.175333
yfdN	495	496	7	0.228475
yfdO	369	370	25	1.09386
yfdP	363	364	92	4.09174
yfdQ	825	826	202	3.95907
yfdR	537	538	31	0.932828
yfdS	363	364	13	0.578181
yfdT	306	307	34	1.79293
ypdJ	141	142	13	1.4821
torI	201	202	460	36.8662
dsdC	936	937	379	6.5482
dsdX	1338	1339	356	4.30419
dsdA	1329	1330	792	9.64041
emrY	1539	1540	146	1.53481
emrK	1164	1165	105	1.4591
evgL	30	31	0	0
evgA	615	616	308	8.09454
evgS	3594	3595	655	2.94961
yfdE	1146	1147	295	4.16371
yfdV	945	946	219	3.74779
oxc	1695	1696	586	5.59363
frc	1251	1252	559	7.22819
yfdX	636	637	443	11.2587
ypdI	276	277	67	3.91577
yfdY	243	244	382	25.3452
lpxP	921	922	2499	43.8791
ypdK	72	73	70	15.5238
alaC	1239	1240	3314	43.2666
pyrS	1698	1699	574	5.46941
pyrR	735	736	546	12.0098
ypdC	858	859	418	7.8778
fryA	2496	2497	553	3.58533
ypdE	1038	1039	128	1.99442
ypdF	1086	1087	76	1.13189
fryC	1248	1249	104	1.34801
fryB	327	328	83	4.09663
glk	966	967	14108	236.19
yfeO	1257	1258	11527	148.34
ypeC	327	328	1752	86.4733
mntH	1239	1240	2377	31.0334
nupC	1203	1204	1790	24.0685
insL3	1113	1114	2087.67	30.3388
pdeA	2190	2191	1769	13.071
alaX	76	77	3945.2	829.47
alaW	76	77	3945.2	829.47
yfeC	345	346	293	13.7092
yfeD	393	394	459	18.8599
gltX	1416	1417	10803	123.423
valU	76	77	52376.2	11012
valX	76	77	52376.2	11012
valY	76	77	52376.2	11012
lysV	76	77	74110.9	15581.7
xapR	885	886	648	11.8403
xapB	1257	1258	489	6.29289
xapA	834	835	67	1.299
yfeN	765	766	157	3.31813
yfeR	927	928	434	7.57118
yfeH	999	1000	728	11.7856
ypeB	219	220	214	15.7476
ligA	2016	2017	2154	17.2887
zipA	987	988	7383	120.976
cysZ	762	763	3148	66.7932
cysK	972	973	53365	887.903
ptsH	258	259	8055	503.486
ptsI	1728	1729	27653	258.922
crr	510	511	12966	410.778
pdxK	852	853	918	17.4227
yfeK	375	376	683	29.4073
yfeS	735	736	1120	24.6355
cysM	912	913	3889	68.9587
cysA	1098	1099	8044	118.494
cysW	876	877	3627	66.953
cysU	834	835	1974	38.2721
cysP	1017	1018	7388	117.49
ucpA	792	793	2125	43.3818
murR	858	859	121	2.28042
murQ	897	898	219	3.94812
murP	1425	1426	686	7.78801
yfeW	1305	1306	512	6.34671
yfeX	900	901	4408	79.2025
yfeY	576	577	5140	144.215
yfeZ	450	451	559	20.0658
ypeA	426	427	293	11.1087
amiA	870	871	1643	30.5381
hemF	900	901	1185	21.292
eutR	1053	1054	309	4.74613
eutK	501	502	414	13.3511
eutL	660	661	491	12.0255
eutC	888	889	519	9.45121
eutB	1362	1363	7700	91.457
intZ	1209	1210	1180	15.7877
yffL	642	643	272	6.84826
yffM	246	247	61	3.99811
yffN	369	370	40	1.75017
yffO	417	418	96	3.71806
yffP	594	595	346	9.41415
yffQ	378	379	47	2.00762
yffR	393	394	517	21.243
yffS	810	811	1313	26.2099
eutA	1404	1405	351	4.04439
eutH	1227	1228	165	2.17524
eutG	1188	1189	84	1.14372
eutJ	837	838	45	0.869342
eutE	1404	1405	95	1.09463
eutN	288	289	6	0.336105
eutM	294	295	140	7.68295
eutD	1017	1018	63	1.00188
eutT	804	805	53	1.06586
eutQ	702	703	51	1.17446
eutP	480	481	24	0.807771
eutS	336	337	7	0.336272
maeB	2280	2281	5352	37.9851
talA	951	952	3669	62.3926
tktB	2004	2005	9361	75.584
ypfG	1044	1045	1357	21.0226
nudK	576	577	703	19.7243
aegA	1980	1981	776	6.34161
narQ	1701	1702	1410	13.4116
acrD	3114	3115	1267	6.58477
ypfM	60	61	211	55.9983
yffB	357	358	2789	126.121
dapE	1128	1129	6454	92.5459
ypfN	201	202	223	17.8721
ypfH	699	700	961	22.2253
tmcA	2016	2017	2428	19.4879
ypfJ	864	865	2224	41.6237
purC	714	715	4094	92.6966
bamC	1035	1036	17676	276.214
dapA	879	880	16474	303.067
gcvR	573	574	1902	53.6439
bcp	471	472	4192	143.781
hyfA	618	619	43	1.1246
hyfB	2019	2020	261	2.09176
hyfC	948	949	28	0.477654
hyfD	1440	1441	118	1.32568
hyfE	651	652	50	1.24149
hyfF	1581	1582	275	2.81416
hyfG	1668	1669	275	2.66746
hyfH	546	547	82	2.42688
hyfI	759	760	135	2.87569
hyfJ	414	415	37	1.44336
hyfR	2013	2014	437	3.51272
focB	849	850	824	15.6939
yfgO	1062	1063	3001	45.7041
bepA	1464	1465	7454	82.3709
yfgD	360	361	1340	60.0924
hda	702	703	1274	29.3384
uraA	1290	1291	1070	13.4177
upp	627	628	3668	94.5566
purM	1038	1039	12101	188.551
purN	639	640	3704	93.6943
ppk	2067	2068	4974	38.9383
ppx	1542	1543	1961	20.5747
pdeF	2244	2245	477	3.43973
yfgG	192	193	2501	209.787
yfgH	519	520	71	2.21043
yfgI	540	541	136	4.06971
guaA	1578	1579	38122	390.855
guaB	1467	1468	41696	459.823
xseA	1371	1372	4720	55.6942
yfgJ	216	217	343	25.5892
der	1473	1474	10209	112.126
bamB	1179	1180	14159	194.255
