gene,length,low-mg1,low-mg2,ns1,ns2
ccmB,663,6.70481,6.969,4.88443,12.615
ccmA,624,10.4387,10.0828,7.76371,26.4641
napC,603,8.71101,8.24007,11.1555,35.529
napB,450,3.48191,3.32492,8.02746,35.0232
napH,864,2.84479,2.49932,5.69681,35.6913
napG,696,2.55495,2.90376,5.44674,32.7341
napA,2487,3.75446,3.21691,11.7219,65.9235
napD,264,0.855272,1.04147,2.75134,11.2388
napF,495,5.71187,5.15624,32.1873,83.9032
yojO,165,2.34059,2.2722,0.757276,1.60191
eco,489,109.359,85.7631,39.0464,61.2694
mqo,1647,12.8982,15.703,137.424,30.8515
yojI,1644,30.3213,29.6066,53.3704,52.2458
alkB,651,8.02005,7.32302,5.89978,6.89263
ada,1065,21.0336,17.9505,15,14.6678
ftp,1056,14.8413,16.0145,14.6282,13.9374
ompC,1104,2020.34,1328.74,6241.55,7128.69
micF,93,2.75559,2.54458,0.534927,1.13156
rcsD,2673,32.0815,27.7812,57.0809,64.6892
rcsB,651,115.856,89.5694,243.472,273.299
rcsC,2850,17.268,18.4315,21.7641,30.6024
atoS,1827,4.64949,4.85648,4.71748,5.38234
atoC,1386,3.7117,3.43577,4.0241,7.09367
atoD,663,1.95049,2.24449,1.17378,2.16258
atoA,651,0.744896,1.22756,0.115682,0.530202
atoE,1323,1.17383,1.42441,0.930465,0.863627
atoB,1185,4.7093,5.00317,1.31431,1.95066
yfaP,777,2.33056,3.66566,0.937153,1.60644
yfaQ,1650,2.50043,3.32658,1.75123,2.38375
yfaT,624,4.58475,3.45906,1.00566,0.850934
yfaA,1689,3.18992,3.41856,2.61829,2.94239
gyrA,2628,204.202,178.674,409.514,373.538
ubiG,723,45.5709,47.6246,79.0362,76.2858
yfaL,3753,6.30917,6.7098,4.1724,6.97731
ypaB,144,3.01452,2.2206,0.17339,0.550173
nrdA,2286,20.9106,15.0766,185.929,167.782
yoaM,36,2.18771,3.2323,22.4235,12.9365
nrdB,1131,22.5389,16.4894,127.684,121.565
yfaE,255,6.26062,6.61223,8.74062,10.9067
inaA,651,16.487,18.3993,13.7662,16.11
glpQ,1077,23.1122,21.0789,51.3559,106.317
glpT,1359,20.3078,19.5763,98.8655,208.178
glpA,1629,10.5875,7.44436,97.8207,567.855
glpB,1260,14.1735,8.6014,48.2495,634.995
glpC,1191,13.8259,8.27349,40.1801,605.006
rpnE,900,17.159300000000002,13.3961,15.8495,27.9493
yfaU,804,6.11364,5.59978,6.74606,9.57962
yfaV,1290,1.21638,1.04039,1.03215,1.73021
rhmD,1206,1.5022200000000001,1.48627,0.854021,1.21172
yfaX,783,1.11506,1.58412,0.673434,2.81519
yfaY,1203,20.5994,18.4451,51.2019,60.4497
yfaZ,543,9.01708,10.0621,15.8521,14.8112
nudI,426,6.48321,6.59271,6.71226,8.22038
ais,603,30.6091,26.4261,1.4985,1.67299
arnB,1158,75.7213,52.888,3.68772,4.61167
arnC,969,56.378,42.8968,3.23989,4.60557
arnA,1983,67.4817,51.4094,4.86611,5.88395
arnD,891,24.1021,21.0911,2.05755,2.68302
arnT,1653,11.5301,11.1797,1.68725,2.28296
arnE,336,16.141,16.9251,2.76035,2.68284
arnF,387,96.1748,92.2808,8.42372,9.18373
pmrD,267,15.1622,18.9485,1.87624,1.88523
menE,1356,11.7392,10.4877,36.7582,43.7773
menC,963,19.1112,18.1225,56.9858,76.5201
menB,858,34.6774,24.8572,100.566,130.575
menH,759,10.0756,8.78807,30.0706,48.145
menD,1671,10.9121,10.201,32.0886,59.211
menF,1296,21.4315,20.5272,26.2658,32.3734
elaB,306,245.789,179.138,68.0542,88.6967
elaA,462,17.6576,14.3856,23.0781,28.4296
rbn,918,14.1809,11.1216,21.2568,22.1356
elaD,1212,1.0677,1.31207,0.725436,1.27149
yfbK,1728,2.74343,2.7402,1.14875,1.24576
yfbL,972,0.815277,0.661844,0.361749,0.382614
yfbM,504,1.25025,0.929072,0.746779,1.68502
yfbN,717,0.473497,0.294696,0.525241,0.370358
yfbO,423,2.52,2.71216,1.66029,1.88149
yfbP,849,5.39001,4.58899,10.8848,12.0445
nuoN,1458,67.0199,47.7511,302.888,299.89
nuoM,1530,57.439,41.149,282.403,268.088
nuoL,1842,68.147,50.5755,300.498,287.401
nuoK,303,57.0878,40.7931,275.813,247.548
nuoJ,555,34.1834,26.8212,132.491,125.928
nuoI,543,74.0114,48.2135,349.902,280.63
nuoH,978,59.597,42.0514,287.086,226.641
nuoG,2727,88.3337,65.136,376.782,316.459
nuoF,1338,62.713,50.6426,217.937,207.53
nuoE,501,108.518,75.1181,357.24,329.112
nuoC,1791,115.329,91.868,394.296,384.511
nuoB,663,181.298,150.99,404.537,443.689
nuoA,444,254.369,215.747,439.779,553.167
lrhA,939,36.1326,31.817,43.3023,68.5726
alaA,1218,24.4231,23.1161,111.147,118.277
yfbR,600,17.8861,13.501,28.8228,37.0779
yfbS,1833,10.01,11.3867,12.7901,23.3439
hxpA,651,83.0807,66.7679,123.278,193.728
yfbU,495,124.356,88.6021,230.735,323.765
yfbV,456,138.546,117.582,91.929,108.752
ackA,1203,94.9158,84.9361,421.643,567.083
pta,2145,86.9729,64.406,443.574,479.134
yfcC,1521,6.59476,7.22915,2.34566,8.73577
yfcD,543,73.7734,56.9735,70.7106,74.5936
yfcE,555,94.6013,72.1906,94.6878,104.071
yfcF,645,16.7905,13.7852,21.2886,25.4803
yfcG,648,10.801,7.75377,3.44776,3.56468
folX,363,108.387,81.5583,165.768,130.84
yfcH,894,55.5312,46.7691,60.0307,60.2844
rpnB,891,9.27423,8.89023,5.94716,7.48264
hisP,774,13.7659,11.6924,34.3547,21.4449
hisM,717,13.3932,10.9806,35.7864,23.2214
hisQ,687,22.5188,22.5043,62.7443,39.0372
hisJ,783,62.6501,56.7467,221.656,151.783
argT,783,38.1187,34.921,84.4679,28.0841
ubiX,570,43.4638,37.5558,78.6389,59.7964
purF,1518,82.4481,104.273,355.044,214.519
cvpA,489,263.023,340.499,488.618,352.041
dedD,663,63.6591,69.8978,68.1169,66.5193
folC,1269,44.9342,50.4748,63.8041,57.3292
accD,915,451.297,460.705,427.187,466.226
dedA,660,92.7259,74.5852,116.009,132.395
truA,813,80.0305,81.3048,73.2317,78.9584
usg,1014,80.6264,86.3134,83.0786,89.7044
pdxB,1137,56.1212,51.1962,106.001,114.382
flk,996,26.1916,26.9161,30.538,32.5928
yfcJ,1179,8.38265,10.0104,7.43593,10.4789
fabB,1221,651.537,518.033,459.996,648.885
mnmC,2007,14.3831,12.338,18.1174,20.5927
yfcL,279,21.2771,25.1019,78.6571,62.7754
epmC,549,22.3115,23.1329,65.7337,62.1762
yfcA,810,18.6643,20.8154,54.4062,57.2164
mepA,825,34.8281,32.5662,71.8026,73.1111
aroC,1086,92.1005,74.8073,183.762,184.747
prmB,933,140.692,97.0197,194.968,184.861
smrB,552,35.5691,34.4362,30.5063,39.2865
yfcO,822,32.4962,36.1614,13.808,19.7418
yfcP,540,2.06478,2.60174,0.79003,1.17967
yfcQ,489,2.67615,1.9338,1.89844,1.95368
yfcR,513,1.07087,0.966498,1.0761,1.34511
yfcS,753,1.46002,1.03709,0.800262,0.881687
yfcV,564,0.773637,0.748997,0.26699,0.611844
sixA,486,156.206,182.84,43.7267,46.4126
fadJ,2145,3.74929,3.67814,5.67032,6.29477
fadI,1311,3.07247,2.39106,6.2279,8.37071
yfcZ,285,250.251,214.583,412.814,1226.29
fadL,1341,18.2037,16.946,72.4834,87.0274
yfdF,1059,1.14545,1.05015,0.687835,1.12889
mlaA,756,121.664,100.844,171.075,168.016
yfdC,933,7.93854,6.38261,5.46438,6.40592
argW,75,16.8281,16.0994,7.27782,10.1468
intS,1158,6.98407,7.02474,11.8007,14.5922
yfdG,363,40.5172,36.9502,76.3226,87.5919
yfdH,921,35.4509,31.4304,104.22,87.5334
yfdI,1332,9.63086,8.89597,38.3253,34.9702
yodE,147,37.0817,39.5957,14.0997,19.7641
yfdK,441,4.21209,4.14192,1.76332,1.68454
yfdM,276,0.175333,0.498175,0,0
yfdN,495,0.228475,0.259667,0.152066,0
yfdO,369,1.09386,0.397822,0.1359,0
yfdP,363,4.09174,4.4229,2.5556,2.99522
yfdQ,825,3.95907,3.14079,3.68296,3.63785
yfdR,537,0.932828,1.02598,0.467315,0.444842
yfdS,363,0.578181,0.556022,0.13814,0.511379
yfdT,306,1.79293,1.70807,2.21115,1.4725
ypdJ,141,1.4821,0.84222,0.177053,0.187265
torI,201,36.8662,35.3412,24.7682,27.6448
dsdC,936,6.5482,6.27381,5.01758,6.72597
dsdX,1338,4.30419,3.24976,2.00907,2.74059
dsdA,1329,9.64041,7.6018,8.73338,11.4764
emrY,1539,1.53481,1.10515,1.0775,1.48499
emrK,1164,1.4591,0.916015,1.70488,2.16842
evgL,30,0,0.593525,4.05509,6.86237
evgA,615,8.09454,6.55623,87.6281,104.856
evgS,3594,2.94961,2.94542,22.1134,27.679
yfdE,1146,4.16371,3.76166,1.86315,3.29208
yfdV,945,3.74779,2.82991,4.22569,5.79058
oxc,1695,5.59363,3.40104,5.6776,8.07472
frc,1251,7.22819,3.74745,10.3217,13.3596
yfdX,636,11.2587,6.06569,17.5241,21.791
ypdI,276,3.91577,2.75657,1.81527,1.63198
yfdY,243,25.3452,22.1319,10.2009,15.3665
lpxP,921,43.8791,44.5314,57.2911,62.153
ypdK,72,15.5238,18.6513,36.8513,35.6984
alaC,1239,43.2666,34.0535,47.5662,59.9814
pyrS,1698,5.46941,6.03743,10.1365,19.799
pyrR,735,12.0098,11.487,22.0672,37.25
ypdC,858,7.8778,6.95059,9.5415,17.3357
fryA,2496,3.58533,3.99375,3.97714,4.72836
ypdE,1038,1.99442,1.73545,2.00842,2.27783
ypdF,1086,1.13189,0.939429,0.693879,0.782828
fryC,1248,1.34801,1.76774,0.201293,0.596131
fryB,327,4.09663,5.91806,0.229953,0.405361
glk,966,236.19,214.484,41.9893,71.6353
yfeO,1257,148.34,160.079,7.47452,11.3511
ypeC,327,86.4733,82.993,73.9683,112.934
mntH,1239,31.0334,33.5935,53.5069,149.793
nupC,1203,24.0685,20.256,128.715,143.449
insL3,1113,30.3388,26.6024,45.6791,53.4619
pdeA,2190,13.071,13.0542,10.6717,13.5204
alaX,76,829.47,1294.26,88.667,96.8804
alaW,76,829.47,1294.26,88.667,96.8804
yfeC,345,13.7092,13.0816,30.3733,42.6543
yfeD,393,18.8599,15.7841,25.9711,32.8009
gltX,1416,123.423,105.416,449.23,325.819
valU,76,11012,14573.1,1810.91,1845.05
valX,76,11012,14573.1,1810.91,1845.05
valY,76,11012,14573.1,1810.91,1845.05
lysV,76,15581.7,21284.9,2629.8,2759.31
xapR,885,11.8403,10.7052,5.93068,6.69294
xapB,1257,6.29289,5.52124,3.1377,3.53006
xapA,834,1.299,1.11277,0.602193,0.60508
yfeN,765,3.31813,3.41083,0.590794,0.937305
yfeR,927,7.57118,7.20704,5.03915,6.64792
yfeH,999,11.7856,11.8123,44.7268,48.0246
ypeB,219,15.7476,13.8831,27.3129,28.2839
ligA,2016,17.2887,17.5007,29.417,37.7452
zipA,987,120.976,115.023,121.814,165.902
cysZ,762,66.7932,52.6778,33.1486,39.4867
cysK,972,887.903,749.538,934.243,1662.38
ptsH,258,503.486,367.843,2189.84,2639.15
ptsI,1728,258.922,192.586,1119.36,1293.07
crr,510,410.778,291.94,1047.29,1210.62
pdxK,852,17.4227,13.7617,38.0513,47.7902
yfeK,375,29.4073,25.4947,6.55285,6.71865
yfeS,735,24.6355,20.8117,19.8126,31.9389
cysM,912,68.9587,61.1428,149.638,284.616
cysA,1098,118.494,98.3749,144.192,381.164
cysW,876,66.953,66.2541,67.1397,186.475
cysU,834,38.2721,42.6598,27.6708,89.0105
cysP,1017,117.49,110.45,150.627,403.473
ucpA,792,43.3818,46.0794,59.2237,116.594
murR,858,2.28042,2.33471,7.55125,10.1228
murQ,897,3.94812,3.85196,7.67125,11.756
murP,1425,7.78801,6.78682,6.62919,10.3309
yfeW,1305,6.34671,6.4806,5.29397,8.18519
yfeX,900,79.2025,67.5218,110.137,269.134
yfeY,576,144.215,119.771,106.187,93.5548
yfeZ,450,20.0658,21.9282,14.3825,18.5729
ypeA,426,11.1087,13.8533,4.00381,8.40721
amiA,870,30.5381,30.9365,46.5884,55.4731
hemF,900,21.292,22.0852,30.4433,38.0134
eutR,1053,4.74613,5.58611,6.24961,9.13301
eutK,501,13.3511,9.98765,13.6225,18.9108
eutL,660,12.0255,9.58933,15.9369,22.0458
eutC,888,9.45121,7.69913,14.706,20.0709
eutB,1362,91.457,87.5619,60.7787,73.3564
intZ,1209,15.7877,15.4797,38.0032,39.7117
yffL,642,6.84826,5.90894,5.23945,6.98911
yffM,246,3.99811,4.69293,3.56257,2.58381
yffN,369,1.75017,1.56642,1.2231,1.14991
yffO,417,3.71806,3.69746,2.88707,2.73551
yffP,594,9.41415,6.16916,4.90155,3.66474
yffQ,378,2.00762,2.01469,0.796039,1.75407
yffR,393,21.243,16.9516,14.0384,20.18
yffS,810,26.2099,18.49,26.9706,42.9205
eutA,1404,4.04439,3.86319,1.44944,1.96835
eutH,1227,2.17524,2.01523,1.28984,1.38589
eutG,1188,1.14372,1.01358,0.86695,1.65499
eutJ,837,0.869342,0.955093,0.360022,1.14236
eutE,1404,1.09463,0.916689,1.16313,1.74124
eutN,288,0.336105,0.47749,0.34798,0.736102
eutM,294,7.68295,4.74015,9.63049,9.19442
eutD,1017,1.00188,0.921771,1.13606,1.4628
eutT,804,1.06586,0.937105,0.843257,1.35436
eutQ,702,1.17446,0.785175,0.786791,1.32391
eutP,480,0.807771,0.841546,0.418155,1.82438
eutS,336,0.336272,0.737062,0.223812,0.473443
maeB,2280,37.9851,30.2729,99.5301,94.6506
talA,951,62.3926,39.7845,30.5818,33.3234
tktB,2004,75.584,45.7504,27.1729,32.4008
ypfG,1044,21.0226,22.7658,7.5545,7.35407
nudK,576,19.7243,16.8208,22.6143,28.8038
aegA,1980,6.34161,6.40863,5.15269,12.6314
narQ,1701,13.4116,12.3941,9.71982,14.2489
acrD,3114,6.58477,6.18428,5.52065,8.69032
ypfM,60,55.9983,67.7153,105.924,301.663
yffB,357,126.121,86.5999,45.2267,65.7364
dapE,1128,92.5459,75.1045,52.0423,57.6585
ypfN,201,17.8721,19.4467,9.83259,11.4529
ypfH,699,22.2253,22.158,16.7371,22.375
tmcA,2016,19.4879,20.2875,43.1532,43.1637
ypfJ,864,41.6237,45.6366,74.0586,78.0228
purC,714,92.6966,129.104,404.234,286.521
bamC,1035,276.214,263.326,311.915,360.092
dapA,879,303.067,282.847,372.695,437.615
gcvR,573,53.6439,44.5237,110.64,169.649
bcp,471,143.781,122.714,274.32,310.875
hyfA,618,1.1246,1.21869,0.771712,0.601428
hyfB,2019,2.09176,1.92646,1.15751,1.40857
hyfC,948,0.477654,0.84338,0.582839,1.06479
hyfD,1440,1.32568,1.05339,0.802576,1.07031
hyfE,651,1.24149,1.34044,0.964017,0.938051
hyfF,1581,2.81416,2.26792,1.25549,2.50453
hyfG,1668,2.66746,2.62925,2.45541,3.52113
hyfH,546,2.42688,1.98456,2.75776,4.13216
hyfI,759,2.87569,2.60253,3.77123,4.37363
hyfJ,414,1.44336,0.99755,0.848149,1.92229
hyfR,2013,3.51272,2.87774,2.634,3.32726
focB,849,15.6939,16.581,7.24668,8.82219
yfgO,1062,45.7041,46.1539,31.8586,38.3491
bepA,1464,82.3709,63.6187,49.0132,59.6816
yfgD,360,60.0924,54.7136,45.3384,49.353
hda,702,29.3384,31.6033,63.6586,45.013
uraA,1290,13.4177,17.0026,215.602,138.046
upp,627,94.5566,90.6486,501.55,473.442
purM,1038,188.551,240.094,767.241,441.309
purN,639,93.6943,122.499,458.205,246.97
ppk,2067,38.9383,28.7778,65.0787,77.1262
ppx,1542,20.5747,17.654,37.9323,46.962
pdeF,2244,3.43973,3.19631,1.85902,3.13889
yfgG,192,209.787,206.015,226.274,253.517
yfgH,519,2.21043,2.45913,1.88562,2.45462
yfgI,540,4.06971,4.62532,3.29954,3.68646
guaA,1578,390.855,332.981,1034.27,658.039
guaB,1467,459.823,436.281,683.446,436.39
xseA,1371,55.6942,48.1908,87.6106,88.9426
yfgJ,216,25.5892,24.928,35.3372,32.1061
der,1473,112.126,105.971,158.832,154.174
bamB,1179,194.255,184.554,228.383,247.032
yfgM,621,120.091,114.197,153.638,173.787
hisS,1275,135.12,128.016,234.333,257.435
sroE,92,3.48152,3.26439,6.75848,10.0076
ispG,1119,108.091,99.1014,195.206,261.667
rodZ,1014,128.125,116.042,183.818,210.821
rlmN,1155,64.8543,68.1696,101.11,70.9188
ndk,432,190.53,219.07,608.507,195.415
pbpC,2313,6.3525,6.53993,4.07437,5.02185
yfhM,4962,23.6361,22.0936,17.705,27.5401
sseA,846,66.9926,45.9004,67.3805,94.0285
ryfA,304,78.026,72.6922,31.2415,30.951
sseB,777,85.9186,66.5377,65.3745,58.0027
pepB,1284,165.821,132.596,86.0291,74.4981
iscX,201,693.005,567.553,393.552,229.452
fdx,336,243.22,241.702,92.509,57.8389
hscA,1851,488.636,488.609,174.158,112.196
hscB,516,129.763,140.165,145.403,76.4833
iscA,324,381.365,386.951,261.782,136.313
iscU,387,397.717,369.432,251.351,129.258
iscS,1215,576.31,539.185,348.446,148.332
iscR,489,423.229,413.796,229.712,71.4177
trmJ,741,125.804,127.654,171.586,202.878
suhB,804,215.486,241.396,435.152,311.371
yfhR,855,5.84395,6.2119,2.20282,2.6716
csiE,1281,9.4331,8.2237,4.88319,5.80786
hcaT,1140,20.6443,20.4472,17.6057,19.9729
hcaR,891,5.29815,5.0432,5.83441,4.82943
iroK,66,0.743672,0.0012256,7.63884e-5,0
hcaE,1362,14.0155,11.9534,11.547,13.6373
hcaF,519,6.03977,6.68742,4.25472,3.88648
hcaC,321,3.8713,3.62843,2.18622,2.72524
hcaB,813,5.62839,6.37419,5.80665,6.33758
hcaD,1203,8.08109,6.96085,5.74246,7.81849
yphA,423,13.5545,9.24303,6.28539,7.02422
yphB,873,5.07529,5.59978,4.40121,5.14187
yphC,1062,5.66541,5.12341,4.49379,6.67919
yphD,999,2.97879,3.05428,1.98618,2.52621
yphE,1512,2.889,3.36246,0.963787,1.19513
yphF,984,3.08989,3.03541,0.714684,0.701913
yphG,3282,3.41238,3.91468,1.07979,1.74146
yphH,1194,7.72199,6.9055,6.16441,8.38918
glyA,1254,341.738,284.683,2184.59,1691.34
hmp,1191,9.52059,8.89092,20.9021,21.9961
glnB,339,68.1846,56.1448,139.462,122.4
glrR,1335,12.8325,13.9372,20.3616,29.5176
qseG,714,27.7139,25.9134,31.4709,45.5964
glrK,1428,25.6034,26.8457,13.3713,17.9201
glmY,184,93.5466,107.114,32.8879,41.3968
purL,3888,106.909,129.777,500.698,320.133
mltF,1557,29.8012,34.2004,8.74629,10.2066
tadA,504,363.052,382.923,59.1449,60.2394
pgpC,636,661.592,674.736,40.6133,43.9994
yfhH,849,28.0738,20.2284,15.2328,21.5236
yfhL,261,25.4576,31.6369,11.0354,14.5138
shoB,81,27.245,30.0671,7.3585,9.08009
ohsC,79,139.631,141.559,63.1682,71.1328
acpS,381,5.38223,5.65946,12.9657,11.2771
pdxJ,732,34.9622,30.3475,74.1556,86.2325
recO,729,36.503,39.9365,66.229,59.7402
era,906,125.229,121.492,170.419,176.467
rnc,681,146.58,141.286,169.355,174.484
lepB,975,66.1994,67.4325,92.5034,92.0083
lepA,1800,174.116,167.769,260.21,247.387
rseC,480,149.471,147.06,68.5774,86.1328
rseB,957,324.626,259.779,154.523,171.625
rseA,651,1253.61,892.421,387.419,455.607
rpoE,576,502.535,411.257,123.66,155.909
rseD,156,27.1193,26.6028,17.455,25.9142
nadB,1623,8.55309,10.0325,140.121,154.376
yfiC,738,16.1891,15.3369,26.8766,30.0101
srmB,1335,44.4715,40.999,91.1569,105.411
yfiE,882,6.69197,6.6054,6.66265,7.04695
eamB,588,5.44217,6.95049,6.6162,14.8534
grcA,384,123.584,121.841,931.805,4023.46
ung,690,30.7147,25.735,56.9414,74.9647
yfiF,1038,51.9484,52.3556,69.8108,91.4201
trxC,420,56.4887,52.4445,42.1017,40.6139
tapT,699,15.7265,17.453,28.41,25.3761
patZ,2661,12.2543,11.6049,11.4752,22.9156
pssL,42,3.01192,1.49761,1.16937,1.85523
pssA,1356,51.0367,49.8556,82.4095,96.2161
yfiM,324,52.0043,54.0655,59.6435,34.2828
kgtP,1299,438.201,367.518,502.386,294.288
yfiS,63,43.0022,65.6911,5.10688,9.55639
rrfG,120,2.0589,3.46646,0.863092,0.470055
rrlG,2904,170.765,259.634,284.149,205.091
gltW,76,3357.66,4896.41,662.006,743.877
rrsG,1542,76.868,301.323,167.246,300.224
clpB,2574,143.96,95.9584,57.518,123.964
ryfD,143,2.13606,2.49157,2.26972,2.95463
pgeF,732,37.8997,36.4095,60.3329,57.7181
rluD,981,81.6378,62.7673,114.699,108.181
bamD,738,299.071,225.571,468.13,441.12
raiA,342,1175.34,647.38,1780.58,4284.05
pheL,48,36.6732,29.1009,95.4353,143.812
pheA,1161,25.7047,22.5082,77.5883,94.9017
tyrA,1122,24.9684,24.0108,26.4177,30.404
aroF,1071,22.8187,22.4584,22.1396,26.6909
yfiL,366,9.52817,7.99641,3.56229,6.15884
yfiR,519,53.2683,52.8802,37.5189,41.4217
dgcN,1227,16.3209,16.3016,12.8779,13.3825
yfiB,483,49.4034,54.6086,44.725,40.8215
rplS,348,793.172,1068.11,451.9,483.07
trmD,768,3679.74,3725.81,2990.37,2582.61
rimM,549,3784.48,3732.64,3113.94,2720.67
rpsP,249,5796.08,5553.41,5004.98,4305.83
ffh,1362,146.01,146.121,211.48,239.189
ypjD,792,32.0719,27.1233,37.6648,46.0073
yfjD,1287,16.1891,15.9851,25.4148,32.1454
grpE,594,299.158,196.826,369.517,425.467
nadK,879,31.4583,24.8285,48.5403,54.7547
recN,1662,17.8148,14.4992,18.8221,19.8438
bamE,342,269.55,242.436,202.745,231.03
yfjF,291,32.7662,42.2175,29.6188,32.42
ratA,477,64.9256,70.0943,75.7928,83.2242
smpB,483,114.996,99.6753,263.934,287.729
ssrA,363,112194,88719.3,82849.6,87526.4
intA,1242,10.237,8.67415,24.0089,38.4007
yfjH,957,4.2585,3.87959,4.40896,7.10592
alpA,213,1.28605,1.46162,1.76226,1.98816
yfjI,1410,1.52597,1.23071,1.62146,1.80922
yfjJ,627,1.23738,1.33307,0.720618,0.889213
abpB,2190,12.3099,9.92183,14.9977,24.1037
abpA,1617,17.78,15.4085,22.6554,36.5513
yfjM,264,6.59781,5.93637,4.36419,5.51903
rnlA,1074,68.6567,72.1508,54.2824,69.1384
rnlB,372,55.555,61.0678,22.3106,31.7247
yfjP,864,3.33139,2.86093,2.06364,2.58231
yfjQ,822,1.57366,1.81649,0.964546,1.58322
yfjR,702,5.73411,6.72633,3.07564,4.72825
ypjK,237,2.78887,3.4402,1.69019,2.01114
yfjS,444,0.654839,1.21973,1.18646,1.55367
yfjT,468,8.04276,9.1604,6.80805,9.12849
yfjU,315,14.8571,12.402,15.6737,15.3155
yfjW,1704,5.05137,4.75359,7.53509,8.79631
yfjX,459,4.4344,4.07984,2.07691,3.29506
yfjY,483,1.80622,1.91976,1.24669,0.604357
ypjJ,201,1.12202,1.63954,1.12017,1.31642
yfjZ,318,1.97923,2.01873,0.86695,1.66719
ypjF,330,8.1679,7.97672,2.50656,3.45451
ypjA,4581,9.96006,8.84827,2.67218,3.08166
ypjB,792,0.489959,0.603254,0.158522,0.502995
ypjC,483,0.100346,0.0950375,0,0
ileY,76,1.20892,0.249813,0,0.345347
glaH,978,7.35867,4.06889,8.73149,4.59039
lhgD,1269,6.59036,4.6143,9.95764,6.23963
gabD,1449,10.7294,6.44609,23.1302,16.3218
gabT,1281,13.1205,8.80495,23.5334,17.1747
gabP,1401,3.91448,3.02499,4.12451,4.3624
glaR,663,19.4561,17.1108,10.829,12.1745
kbp,450,68.9561,52.444,13.6578,22.2285
yqaE,159,59.4948,49.448,34.5696,44.8735
ygaV,300,4.03382,3.9427,9.02089,9.45286
ygaP,525,5.32454,3.9352,8.41238,10.5153
stpA,405,17.1062,15.2723,115.366,55.0828
alaE,450,39.7009,33.4328,13.6021,21.0493
ygaC,345,41.4085,36.4529,24.1969,25.362
ygaM,330,72.8753,55.2812,39.0416,63.4666
nrdH,246,10.5524,8.11951,96.8001,183.881
nrdI,411,6.60137,5.31435,61.0842,132.958
nrdE,2145,4.79034,4.50979,46.7684,98.6346
nrdF,960,2.79645,3.10164,31.1849,62.9512
proV,1203,23.4096,25.9026,41.7007,46.3146
proW,1065,23.3117,25.916,30.4953,42.7812
proX,993,12.1988,12.6055,44.8198,51.7923
ygaZ,738,42.3238,47.3302,91.2104,131.771
ygaH,336,34.8762,34.7511,94.4487,104.71
mprA,531,92.4481,87.4138,287.568,290.409
emrA,1173,24.5732,25.8044,77.9302,73.818
emrB,1539,15.1378,16.8819,31.0841,29.6653
luxS,516,186.91,126.606,374.254,432.154
micA,73,13.1263,11.3131,60.4756,70.4321
gshA,1557,70.4817,62.2894,139.957,163.8
yqaA,429,49.3955,52.0314,72.0335,88.6184
yqaB,567,63.2457,61.5954,75.9558,87.2189
argQ,77,1011.82,1178.14,825.481,996.421
argZ,77,1011.82,1178.14,825.481,996.421
argY,77,1011.82,1178.14,825.481,996.421
argV,77,1011.82,1178.14,825.481,996.421
serV,93,9710.86,15200.8,1809.39,2368.08
csrA,186,448.879,406.506,615.363,632.513
alaS,2631,153.544,130.689,417.291,367.192
recX,501,10.3842,8.55822,8.61424,8.79327
recA,1062,222.703,174.213,263.62,304.066
pncC,498,28.9716,24.2066,46.6555,55.1551
mltB,1086,21.9975,17.6376,30.0218,30.2612
srlA,564,3.26647,2.18186,2.93689,8.61288
srlE,960,3.58821,2.7283,2.747,6.53032
srlB,372,3.99302,1.97311,2.08951,4.34878
srlD,780,10.8411,6.50217,8.62732,15.1515
gutM,360,6.41285,4.56159,5.22331,8.32372
srlR,774,10.9041,7.81078,24.071,44.0564
gutQ,966,16.6913,14.9934,28.2095,51.6434
norR,1515,8.23336,9.77006,4.01336,6.683
norV,1440,4.16804,5.29889,1.72728,2.5466
norW,1134,3.80835,4.25534,1.72779,2.27259
hypF,2253,7.03873,5.58753,8.22064,22.0024
hydN,528,3.97841,4.57373,3.13675,3.92089
ascG,1011,14.2854,13.3995,31.0791,37.6278
ascF,1458,6.46897,7.18189,4.42864,6.26973
ascB,1425,4.62058,4.25789,5.28925,6.41483
hycI,471,18.1441,16.0019,15.6602,21.6903
hycH,411,4.95103,5.18037,4.45469,5.67978
hycG,768,1.70522,2.10551,2.45204,3.043
hycF,543,1.57724,1.69111,2.49567,2.98179
hycE,1710,1.52334,1.75282,2.18942,2.82857
hycD,924,1.43514,1.37249,1.16874,1.66737
hycC,1827,1.96607,2.19926,0.715186,0.800078
hycB,612,1.00356,1.3957,0.738251,0.954351
hycA,462,1.2238,1.03322,0.705918,1.32097
hypA,351,6.53082,5.61909,15.642,60.5112
hypB,873,16.504,13.3153,32.3906,145.707
hypC,273,10.7533,9.77041,13.9471,67.449700000000007
hypD,1122,26.3811,22.7165,45.0667,124.434
hypE,1011,16.797,14.3994,19.6263,92.2038
fhlA,2079,4.59209,4.01599,4.43603,10.8412
ygbA,354,3.23781,3.55028,2.76203,2.69662
mutS,2562,28.0261,24.7848,55.7666,53.3598
pphB,657,2.04209,2.44671,1.03164,1.45486
ygbI,768,16.9259,16.0545,13.8949,19.2608
ygbJ,909,3.46909,4.21566,2.98383,3.33127
ygbK,1167,16.1475,14.5792,8.95453,9.33441
ygbL,639,7.71511,6.87097,5.14616,4.48735
